Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,7777604400,LTR18EZPJ910,72,1,R3_(R)/R2_(R)/R5_(R)/R3_(R)/R2_(R)/R2_(R)/R3_(R)/R10_(R)/R2_(R)/R3_(R)/R4_(R)/R5_(R)/R8_(R)/R7_(R)/R6_(R)/R7_(R)/R6_(R)/R10_(R)/R9_(R)/R8_(R)/R7_(R)/R6_(R)/R4_(R)/R5_(R)/R7_(R)/R6_(R)/R5_(R)/R8_(R)/R9_(R)/R10_(R)/R8_(R)/R9_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R)/R4_(R)/R8_(R)/R9_(R)/R10_(R)/R8_(R)/R9_(R)/R3_(R)/R4_(R)/R4_(R)/R5_(R)/R7_(R)/R10_(R)/R7_(R)/R8_(R)/R9_(R)/R10_(R)/R5_(R)/R7_(R)/R6_(R)/R4_(R)/R6_(R)/R10_(R)/R7_(R)/R6_(R)/R8_(R)/R9_(R)/R3_(R)/R2_(R)/R6_(R)/R4_(R)/R5_(R)/R3_(R)/R2_(R)/R2_(R)/R10_(R)/R9_(R),160,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,8854652000,LTR18EZPJ820,8,2,R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R)/R1_(R),159,8mmTape,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,1948416500,ST70-27F-5072,8,3,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,12,24mmEmboss,No.3
M.23,K2SF_S17077B_T_M23_RANK_T14Y_CB3B.ygx,9192096400,K7930AT-0103,8,4,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,8947221000,SFR03EZPJ103,1,2,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,2000937300,LTR18EZPJ151,13,3,R19/R18/R5/R4/R3/R2/R1/R23/R25/R22/R21/R20/R24,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,9013357800,LTR18EZPJ181,1,1,R26,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,2898549500,LAG6SP.01,12,4,LED1/LED3/LED4/LED11/LED7/LED10/LED8/LED12/LED9/LED2/LED5/LED6,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,7777604400,LTR18EZPJ910,12,1,R9/R8/R7/R17/R16/R6/R15/R14/R13/R12/R10/R11,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,9643134100,K7930AT-0104,1,2,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,9192096400,K7930AT-0103,1,3,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E3B_T12B.ygx,1948416500,ST70-27F-5072,1,4,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,8947221000,SFR03EZPJ103,1,2,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,2000937300,LTR18EZPJ151,9,3,R22/R21/R19/R18/R23/R25/R1/R20/R24,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,9013357800,LTR18EZPJ181,1,1,R26,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,2898549500,LAG6SP.01,12,4,LED1/LED3/LED4/LED11/LED7/LED10/LED8/LED12/LED9/LED2/LED5/LED6,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,7777604400,LTR18EZPJ910,16,1,R7/R8/R9/R10/R11/R3/R4/R15/R6/R17/R2/R13/R14/R5/R16/R12,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,9192096400,K7930AT-0103,1,2,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,1948416500,ST70-27F-5072,1,3,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_6E4A_T12B.ygx,9643134100,K7930AT-0104,1,4,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,8947221000,SFR03EZPJ103,1,2,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,2000937300,LTR18EZPJ151,17,3,R5/R4/R3/R14/R15/R2/R1/R20/R19/R18/R17/R23/R16/R25/R22/R21/R24,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,9013357800,LTR18EZPJ181,1,1,R26,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,2898549500,LAG6SP.01,12,4,LED1/LED3/LED4/LED11/LED7/LED10/LED8/LED12/LED9/LED2/LED5/LED6,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,7777604400,LTR18EZPJ910,8,1,R7/R8/R9/R10/R11/R13/R12/R6,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,9643134100,K7930AT-0104,1,2,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,9192096400,K7930AT-0103,1,3,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E3B_T12B.ygx,1948416500,ST70-27F-5072,1,4,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,8947221000,SFR03EZPJ103,1,2,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,2000937300,LTR18EZPJ151,14,3,R18/R19/R23/R15/R3/R2/R1/R17/R16/R25/R22/R21/R20/R24,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,9013357800,LTR18EZPJ181,1,1,R26,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,2898549500,LAG6SP.01,12,4,LED1/LED3/LED4/LED11/LED7/LED10/LED8/LED12/LED9/LED2/LED5/LED6,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,7777604400,LTR18EZPJ910,11,1,R7/R8/R9/R10/R11/R6/R5/R4/R14/R13/R12,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,9192096400,K7930AT-0103,1,2,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,1948416500,ST70-27F-5072,1,3,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_7E4A_T12B.ygx,9643134100,K7930AT-0104,1,4,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,8947221000,SFR03EZPJ103,1,2,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,2000937300,LTR18EZPJ151,21,3,R19/R21/R17/R3/R14/R1/R12/R6/R7/R18/R23/R20/R24/R22/R5/R16/R25/R4/R15/R2/R13,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,2898549500,LAG6SP.01,12,1,LED1/LED3/LED4/LED11/LED7/LED10/LED8/LED12/LED9/LED2/LED5/LED6,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,9013357800,LTR18EZPJ181,1,2,R26,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,2059171400,M3F60-5063,3,3,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,2812626300,D1F60A-5053,1,4,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,7777604400,LTR18EZPJ910,4,1,R8/R9/R10/R11,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,9643134100,K7930AT-0104,1,2,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,9192096400,K7930AT-0103,1,3,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T12B.ygx,1948416500,ST70-27F-5072,1,4,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,8957415300,LTR18EZPJ221,2,2,R23/R26,20,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,8947221000,SFR03EZPJ103,1,3,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,2000937300,LTR18EZPJ151,18,4,R2/R13/R4/R5/R16/R7/R18/R22/R21/R20/R6/R17/R19/R1/R12/R3/R14/R15,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,9013357800,LTR18EZPJ181,2,1,R24/R25,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,2898549500,LAG6SP.01,12,4,LED6/LED7/LED5/LED2/LED1/LED3/LED4/LED11/LED10/LED8/LED9/LED12,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,7777604400,LTR18EZPJ910,4,1,R8/R9/R10/R11,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,9643134100,K7930AT-0104,1,2,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,9192096400,K7930AT-0103,1,3,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E3B_T22B.ygx,1948416500,ST70-27F-5072,1,4,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,6570524900,UMK105B7104KVHF,13,1,C5/C4/C6/C7/C11/C8/C12/C100/C9/C10/C1__##/C2/C3,137,8mm1005cmp,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,8957415300,LTR18EZPJ221,2,2,R23/R26,20,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,8947221000,SFR03EZPJ103,1,3,R100,21,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,2000937300,LTR18EZPJ151,16,4,R6/R17/R4/R3/R20/R7/R18/R22/R21/R8/R19/R5/R16/R1/R2/R15,3,8mmTape,No.1
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,9013357800,LTR18EZPJ181,2,1,R24/R25,127,8mmTape,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,2059171400,M3F60-5063,3,2,D1/D5/D4,38,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,2812626300,D1F60A-5053,1,3,D3,19,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,2898549500,LAG6SP.01,12,4,LED6/LED7/LED5/LED2/LED1/LED3/LED4/LED11/LED10/LED8/LED9/LED12,128,12mmEmboss,No.2
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,7777604400,LTR18EZPJ910,6,1,R14/R13/R9/R10/R11/R12,160,8mmTape,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,9192096400,K7930AT-0103,1,2,CN2',59,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,1948416500,ST70-27F-5072,1,3,ZD1,12,24mmEmboss,No.3
M.23,K3FA_S17366A_T_M23_RANK_8E4A_T22B.ygx,9643134100,K7930AT-0104,1,4,CN1,62,24mmEmboss,No.3
M.23,K3FA_S17469A_T_M23.ygx,6570524900,UMK105B7104KVHF,30,1,C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1/C1,137,8mm1005cmp,No.1
M.23,K3FA_S17469A_T_M23.ygx,1841786300,LTR18EZPJ201,120,2,R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R8/R5/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4/R2/R4,33,8mmTape,No.1
M.23,K3FA_S17469A_T_M23.ygx,2812626300,D1F60A-5053,30,1,D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1,19,12mmEmboss,No.2
M.23,K3FA_S17469A_T_M23.ygx,1841786300,LTR18EZPJ201,120,2,R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R1/R3/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6/R7/R6,130,8mmTape,No.2
M.23,K3FA_S17469A_T_M23.ygx,9324117700,HBHW1149JTE-1-T-TR,30,1,LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1,161,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,3960137000,2SC4081FRAT106QRS,1,2,Q7,19,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,9083002300,SG732ERTTD100K,2,3,R34/R27,129,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,0129648500,SFR03EZPF1001,1,4,R41,125,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,8671520100,RK73B1JRTTD274J,1,5,R91_NEW,121,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,6242249100,GRM21A7U2E681JW31D,2,6,C8/C7,127,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,9328006700,KRL1220E-C-R715-D-T,1,7,R501,35,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,8676955700,2SC2712-Y^LXGF(T,1,8,Q29,40,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3285533400,CXQ18ZTR221D,1,9,R4,36,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,2856678600,SFR03EZPJ302,1,10,R96,119,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,5667155200,UDZVFHTE-1724B,1,11,ZD4,37,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,2788716300,SFR03EZPJ470,1,12,R1,124,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3555389400,2SA1162-YLXGF(T,2,13,Q27/Q24,38,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3014544500,UMK105B7332KVHF,1,14,C18,126,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,6157953200,UMK105CH100DVHF,1,15,C503,18,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,8022717500,RT1N141U-T150-1,1,16,Q12,17,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,1388548600,ISA1989AU1-T150-1R,1,17,Q21,135,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3439866600,RK73B1JRTTD624J,1,18,R110,123,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,1325207600,SFR03EZPF4302,1,19,R15,122,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3169341100,SFR03EZPF10R0,1,20,R530,130,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3578026200,GRM21BC71E475ME11L,1,21,C22,39,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,8063463300,SFR03EZPJ682,2,22,R79/R80,128,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,0871279400,BLM18BB121SH1D,1,23,L55,120,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,4078509400,UMK105CH470JVHF,1,24,C19,8,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,4734271600,UMK105B7102KVHF,5,25,C506/C505/C504/C16/C502,138,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,7365553600,BLM31PG601SH1L,2,26,L502/L503,14,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,3530277800,UMK105B7103KVHF,4,27,C80/C509/C511/C66,134,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,8947221000,SFR03EZPJ103,7,28,R102/R107/R2/R108/R97/R94/R101,21,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,7670284500,SFR03EZPJ332,1,29,R70_NEW,131,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,8536560600,RK73B1JRTTD101J,1,30,R16,10,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,6570524900,UMK105B7104KVHF,11,31,C24/C20/C21/C11/C14/C25/C65/C23/C15/C17/C71,27,8mm1005cmp,No.1
M.23,LSC01_S17494C_T_M23.ygx,9032989800,TPCP8111LSTLF(O,2,32,Q23/Q17,22,8mmTape,No.1
M.23,LSC01_S17494C_T_M23.ygx,4748518501,V10P10HM3_A/H,1,33,D4,115,12mmEmboss,No.1
M.23,LSC01_S17494C_T_M23.ygx,6355693900,P26FE10SLK,1,34,Q1,117,16mmEmboss,No.1
M.23,LSC01_S17494C_T_M23.ygx,5684511900,BD18351EFV-M,1,35,IC1,113,16mmEmboss,No.1
M.23,LSC01_S17494C_T_M23.ygx,0637489100,SFR03EZPJ912,1,1,R35,163,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,0638801900,HMK212BC7105KGHTE,5,2,C73/C507/C508/C72_Add/C76__@@,23,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,9815479500,D1FT10A-5053,1,3,D502,143,12mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,7389306200,SSM3K318RLXGF(T,1,4,Q501,10,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,6081686700,UDZVFHTE-1716B,1,5,ZD6,134,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,6104106000,D1F60-5053,2,6,D5/D21,121,12mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,9457442000,RK73B1JRTTD102J,2,7,R7/R85,141,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,2812626300,D1F60A-5053,1,8,D501,19,12mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,0031110300,CXQ18TR068F,1,9,R3,164,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,6144557900,NLCV32T-2R2M-EFRD,3,10,L3/L5/L54,162,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,8797901600,SFR03EZPJ203,2,11,R77/R106,131,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,7775245500,SFR03EZPF1002,4,12,R68/R93/R503/R69,24,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,4297932500,UMK105CH101JVHF,4,13,C513/C520/C515/C514,1,8mm1005cmp,No.2
M.23,LSC01_S17494C_T_M23.ygx,2158930600,RK73B1JRTTD203J,1,14,R109,140,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,3067039600,SFR03EZPF1000,1,15,R502,156,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,7762045100,D10FY60VE-5063R,6,16,D20/D11/D1/D12/D2/D10,104,12mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,8265250700,RK73B1JRTTD104J,1,17,R90_NEW,8,8mmTape,No.2
M.23,LSC01_S17494C_T_M23.ygx,3528688800,CDEP13D76T150NP-220,1,18,L2,49,24mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,8765953400,EEHZC1H330XP,2,19,C6/C9,102,16mmEmboss,No.2
M.23,LSC01_S17494C_T_M23.ygx,0434255000,QMK316B7104KLHT,6,1,C1/C4/C2/C3/C521/C522,138,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,5884901400,UMK325C7106KMHPB,2,2,C501/C30,136,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,8914352700,2SC4154-T150-1F,4,3,Q22/Q20/Q26/Q28,141,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,8687744900,RK73B1JRTTD122J,1,4,R12_NEW,35,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,1291643400,RK73B1JRTTD103J,8,5,R86/R98/R88/R105/R89/R76/R87/R104,135,8mmTape,No.3
M.23,LSC01_S17494C_T_M23.ygx,6093625001,MAQ3203YM-TRV01,1,6,IC501,142,12mmLongPitch,No.3
M.23,LSC01_S17494C_T_M23.ygx,6074379700,CDRH70D45BT150NP-47,1,7,L501,144,16mmEmboss,No.3
M.23,LSC01_S17494C_T_M23.ygx,1948416500,ST70-27F-5072,2,8,ZD1/ZD501,12,24mmEmboss,No.3
M.23,LSC01_S17494C_T_M23.ygx,7071879000,K7930AT-0206,1,9,CN2,54,44mmEmboss,No.3
M.23,LSC01_S17494C_T_M23.ygx,0410908200,UCZ1H470MCL6GS,1,10,C5,42,16mmEmboss,No.3
M.23,LSC01_S17494C_T_M23.ygx,5133974601,CDRH10D60BT150NP-10,1,11,L1,130,24mmEmboss,No.3
M.23,LSC01_S17494C_T_M23.ygx,5426533600,K7930AT-0205,1,12,CN1,59,24mmEmboss,No.3
M.23,LSC01_S17494C_T_M23_REV1.ygx,3960137000,2SC4081FRAT106QRS,3,2,Q7/Q7/Q7,135,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,9083002300,SG732ERTTD100K,6,3,R34/R27/R27/R27/R34/R34,43,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,0129648500,SFR03EZPF1001,3,4,R41/R41/R41,120,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,8671520100,RK73B1JRTTD274J,3,5,R91_NEW/R91_NEW/R91_NEW,40,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,6242249100,GRM21A7U2E681JW31D,6,6,C7/C7/C8/C7/C8/C8,44,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,9328006700,KRL1220E-C-R715-D-T,3,7,R501/R501/R501,42,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,0637489100,SFR03EZPJ912,3,8,R35/R35/R35,39,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,0638801900,HMK212BC7105KGHTE,15,9,C73/C507/C73/C72_Add/C507/C73/C76__@@/C508/C76__@@/C72_Add/C72_Add/C508/C76__@@/C507/C508,3,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,8676955700,2SC2712-Y^LXGF(T,3,10,Q29/Q29/Q29,127,8mmTape,No.1
M.23,LSC01_S17494C_T_M23_REV1.ygx,3285533400,CXQ18ZTR221D,3,11,R4/R4/R4,41,8mmTape,No.1
