Line No.,Program Name,ICS Code,Part Name,No. Points,P.No,Position,Feeder No.,Feeder Type,Machine No.
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4497947000,RK73H1ERTTP2001F,12,1,R21/R21/R21/R21/R21/R21/R21/R21/R21/R21/R21/R21,34,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,3893950500,RK73H1ERTTP3001F,12,3,R22/R22/R22/R22/R22/R22/R22/R22/R22/R22/R22/R22,113,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,7180073300,RK73H1ERTTP4701F,24,4,R24/R5/R24/R24/R24/R5/R5/R5/R5/R5/R24/R24/R5/R24/R24/R24/R5/R24/R5/R5/R24/R5/R5/R24,123,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6027685400,RK73H1ERTTP1002F,24,5,R2/R6/R2/R6/R6/R6/R2/R6/R6/R6/R2/R6/R2/R2/R2/R6/R6/R2/R2/R2/R6/R2/R6/R2,36,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0031110300,CXQ18TR068F,12,6,R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3,117,8mmTape,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,1214462800,RK73H1ERTTP2701F,12,7,R12/R12/R12/R12/R12/R12/R12/R12/R12/R12/R12/R12,129,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6534363000,RK73H1ERTTP6201F,12,8,R23/R23/R23/R23/R23/R23/R23/R23/R23/R23/R23/R23,112,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4687177400,RK73B1ERTTP101J,12,9,R16/R16/R16/R16/R16/R16/R16/R16/R16/R16/R16/R16,124,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0185301500,RK73B1ERTTP913J,12,10,R7/R7/R7/R7/R7/R7/R7/R7/R7/R7/R7/R7,35,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6988367200,RK73H1ERTTP1802F,12,11,R11/R11/R11/R11/R11/R11/R11/R11/R11/R11/R11/R11,111,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,9667254300,RK73H1ERTTP3602F,12,12,R20/R20/R20/R20/R20/R20/R20/R20/R20/R20/R20/R20,55,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,5440758000,RK73H1ERTTP2402F,24,13,R19/R19/R19/R18/R19/R18/R19/R18/R18/R19/R19/R19/R18/R18/R19/R18/R18/R18/R18/R19/R19/R18/R19/R18,122,8mm1005cmp,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4528353400,UMK107C7224KAHTE,24,14,C34/C34/C20/C20/C34/C20/C34/C34/C20/C34/C34/C34/C20/C34/C20/C20/C34/C20/C34/C20/C20/C20/C34/C20,160,8mmTape,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0057746400,EMK212AB7475KGHT,12,15,C22/C22/C22/C22/C22/C22/C22/C22/C22/C22/C22/C22,54,8mmTape,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0718642800,SG732ERTTD4R7K,12,16,R29/R29/R29/R29/R29/R29/R29/R29/R29/R29/R29/R29,128,8mmTape,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6104106000,D1F60-5053,12,17,D7/D7/D7/D7/D7/D7/D7/D7/D7/D7/D7/D7,4,12mmEmboss,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0434255000,QMK316B7104KLHT,24,18,C4/C3/C4/C4/C4/C3/C3/C3/C3/C3/C4/C4/C4/C4/C3/C3/C3/C3/C3/C4/C4/C4/C3/C4,9,8mmTape,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,2059171400,M3F60-5063,24,19,D2/D2/D2/D1/D1/D1/D1/D1/D2/D1/D1/D2/D2/D1/D2/D1/D2/D1/D1/D2/D2/D2/D1/D2,15,12mmEmboss,No.1
M.23,30AA_S17131B_T_M16_RANK_E.ygx,3530277800,UMK105B7103KVHF,36,1,C15/C15/C13/C18/C15/C18/C18/C13/C15/C13/C13/C18/C15/C13/C15/C13/C18/C15/C15/C13/C18/C13/C18/C15/C13/C18/C13/C13/C18/C18/C18/C18/C15/C13/C15/C15,134,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4078509400,UMK105CH470JVHF,12,2,C19/C19/C19/C19/C19/C19/C19/C19/C19/C19/C19/C19,133,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,5012394400,UMK105CH681JVHF,12,3,C8/C8/C8/C8/C8/C8/C8/C8/C8/C8/C8/C8,61,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6570524900,UMK105B7104KVHF,108,4,C26/C14/C27/C21/C23/C24/C14/C27/C14/C25/C36/C25/C14/C27/C24/C17/C36/C21/C36/C27/C17/C26/C26/C23/C26/C25/C27/C17/C27/C17/C24/C14/C23/C21/C21/C27/C17/C36/C21/C24/C27/C23/C36/C24/C27/C14/C27/C23/C25/C17/C25/C24/C26/C23/C25/C21/C27/C26/C17/C21/C17/C26/C17/C14/C23/C17/C14/C25/C36/C24/C26/C14/C21/C36/C26/C21/C25/C23/C24/C17/C23/C36/C25/C14/C27/C25/C24/C26/C14/C14/C36/C26/C24/C36/C21/C23/C23/C23/C36/C24/C25/C21/C24/C36/C26/C21/C25/C17,136,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6730544200,RK73H1ERTTP6803F,12,5,R17/R17/R17/R17/R17/R17/R17/R17/R17/R17/R17/R17,157,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6293460300,UMK105B7222KVHF,24,6,C28/C29/C28/C28/C28/C28/C29/C28/C29/C29/C29/C29/C28/C29/C28/C28/C28/C28/C29/C29/C29/C29/C28/C29,60,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,8536775700,RK73H1ERTTP5103F,12,7,R10/R10/R10/R10/R10/R10/R10/R10/R10/R10/R10/R10,156,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4734271600,UMK105B7102KVHF,24,8,c37_Add/C16/c37_Add/c37_Add/C16/c37_Add/C16/c37_Add/C16/c37_Add/c37_Add/C16/C16/c37_Add/C16/c37_Add/c37_Add/C16/C16/c37_Add/C16/C16/C16/c37_Add,137,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,7148519600,BLM18PG471SH1D,36,9,L4/L6/L3/L4/L6/L6/L6/L3/L3/L3/L6/L6/L6/L4/L3/L6/L3/L6/L4/L3/L6/L3/L4/L4/L4/L4/L6/L4/L6/L3/L3/L3/L4/L4/L3/L4,57,8mmTape,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,8022717500,RT1N141U-T150-1,12,10,Q4/Q4/Q4/Q4/Q4/Q4/Q4/Q4/Q4/Q4/Q4/Q4,139,8mmTape,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,4920405100,RK73B1ERTTP103J,12,11,R8/R8/R8/R8/R8/R8/R8/R8/R8/R8/R8/R8,138,8mm1005cmp,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6159200800,CDRH70D45BT150NP-4R,12,12,L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1,63,16mmEmboss,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,0696261000,ST04-36F1-5053,12,13,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,4,12mmEmboss,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,6053286900,RK73B2ARTTD470J,12,14,R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1,62,8mmTape,No.2
M.23,30AA_S17131B_T_M16_RANK_E.ygx,2437367300,NCU18WF104D6SRB,12,15,TH1/TH1/TH1/TH1/TH1/TH1/TH1/TH1/TH1/TH1/TH1/TH1,58,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,9509908400,RK73Z1ERTTP,15,1,R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2,139,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,7758544300,UMK105B7331KVHF,15,2,C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15,140,8mm1005cmp,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,8903806500,GRM21BC8YA106KE11L,60,3,C13/C13/C8/C12/C13/C13/C8/C12/C12/C7/C7/C7/C13/C12/C13/C7/C13/C7/C7/C7/C13/C12/C7/C7/C13/C7/C12/C8/C12/C8/C12/C13/C12/C7/C12/C7/C8/C12/C8/C12/C8/C13/C13/C13/C7/C7/C8/C13/C13/C8/C12/C7/C8/C12/C8/C8/C8/C12/C8/C8,23,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,1279272700,RR268MM-600TFTR,15,4,D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1,25,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,4734271600,UMK105B7102KVHF,45,5,C4/C16/C4/C16/C3/C16/C4/C16/C3/C3/C3/C3/C4/C3/C3/C4/C4/C16/C3/C3/C3/C16/C4/C4/C4/C16/C4/C16/C16/C3/C16/C16/C16/C3/C16/C4/C3/C3/C4/C3/C4/C16/C4/C4/C16,138,8mm1005cmp,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,5006999000,QMK212B7223KGHT,30,6,C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C5/C5/C5,24,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,8903806500,GRM21BC8YA106KE11L,60,1,C10/C14/C10/C11/C10/C14/C10/C11/C10/C11/C9/C9/C14/C9/C9/C10/C10/C11/C9/C14/C10/C14/C9/C10/C11/C11/C14/C10/C14/C11/C14/C11/C14/C11/C14/C11/C11/C9/C9/C11/C11/C9/C9/C10/C11/C14/C10/C9/C9/C14/C10/C9/C9/C14/C10/C10/C9/C11/C14/C14,26,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,2286251000,KRDMLS31.23-KPKU,15,2,LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1,153,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,7653322900,AL8860QMP-13,15,3,IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1,145,12mmEmboss,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,4020817800,RB168MM-60TFTR,15,4,D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2,159,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,9626906400,RK73B1JRTTD100J,15,5,R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3,28,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,0696261000,ST04-36F1-5053,15,6,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,160,12mmEmboss,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,3384141800,ZXS10TTR324D,15,7,R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1,27,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,7685138700,CDRH60D45BT150NP-10,15,1,L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1,153,16mmEmboss,No.3
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,4246083400,K7930AT-0203,15,2,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,1,24mmEmboss,No.3
M.23,3A0A_S16560A_T_M23_RANK_KP.ygx,4378786100,CDRH60D45BT150NP-33,15,3,L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2,148,16mmEmboss,No.3
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,9509908400,RK73Z1ERTTP,15,1,R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2/R2,139,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,8903806500,GRM21BC8YA106KE11L,60,2,C13/C13/C8/C12/C13/C13/C8/C12/C12/C7/C7/C7/C13/C12/C13/C7/C13/C7/C7/C7/C13/C12/C7/C7/C13/C7/C12/C8/C12/C8/C12/C13/C12/C7/C12/C7/C8/C12/C8/C12/C8/C13/C13/C13/C7/C7/C8/C13/C13/C8/C12/C7/C8/C12/C8/C8/C8/C12/C8/C8,23,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,4734271600,UMK105B7102KVHF,45,3,C4/C16/C3/C16/C4/C16/C3/C16/C16/C16/C4/C4/C3/C4/C4/C3/C4/C4/C4/C3/C16/C3/C4/C3/C3/C3/C3/C3/C4/C3/C3/C16/C16/C4/C3/C16/C16/C16/C16/C16/C4/C16/C4/C3/C4,138,8mm1005cmp,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,5006999000,QMK212B7223KGHT,30,4,C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C5/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C6/C5/C5/C5,24,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,7758544300,UMK105B7331KVHF,15,5,C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15/C15,140,8mm1005cmp,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,1279272700,RR268MM-600TFTR,15,6,D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1/D1,25,8mmTape,No.1
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,8903806500,GRM21BC8YA106KE11L,60,1,C11/C14/C9/C9/C11/C14/C11/C14/C11/C10/C14/C11/C14/C10/C10/C9/C14/C10/C9/C9/C14/C9/C10/C9/C9/C11/C9/C11/C9/C14/C11/C10/C11/C10/C11/C10/C14/C11/C14/C14/C11/C9/C14/C11/C10/C11/C14/C10/C9/C10/C14/C10/C10/C14/C11/C10/C10/C9/C9/C9,26,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,2286251000,KRDMLS31.23-KPKU,15,2,LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1/LED1,153,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,2445177100,ZXS10TTR_357D,15,3,R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1/R1,29,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,7653322900,AL8860QMP-13,15,4,IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1/IC1,145,12mmEmboss,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,4020817800,RB168MM-60TFTR,15,5,D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2/D2,159,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,9626906400,RK73B1JRTTD100J,15,6,R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3/R3,28,8mmTape,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,0696261000,ST04-36F1-5053,15,7,ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1/ZD1,160,12mmEmboss,No.2
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,7685138700,CDRH60D45BT150NP-10,15,1,L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1/L1,153,16mmEmboss,No.3
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,4246083400,K7930AT-0203,15,2,CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1/CN1,1,24mmEmboss,No.3
M.23,3A0A_S16560A_T_M23_RANK_KQ.ygx,4378786100,CDRH60D45BT150NP-33,15,3,L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2/L2,148,16mmEmboss,No.3
M.23,660__S17038_B_M23_LID.ygx,4793307200,RK73B1ERTTP331J,4,1,R171/R171/R171/R171,29,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,0133491300,RK73B1ERTTP330J,36,2,R40/R227/R227/R40/R39/R229/R40/R168/R224/R225/R40/R168/R39/R229/R228/R228/R227/R226/R39/R229/R228/R227/R168/R224/R39/R229/R168/R225/R225/R226/R226/R224/R228/R224/R225/R226,141,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,9645738300,GRM155C71A105KE11D,4,3,C813_@/C813_@/C813_@/C813_@,144,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,9509908400,RK73Z1ERTTP,4,4,C24_@/C24_@/C24_@/C24_@,139,8mmTape,No.1
M.23,660__S17038_B_M23_LID.ygx,4723208200,UMK105B7472KVHF,4,5,C46/C46/C46/C46,28,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,6570524900,UMK105B7104KVHF,80,6,C91/C17/C16/C74/C4/C14/C74/C88/C52/C4/C81/C87/C52/C81/C88/C17/C13/C13/C14/C5/C5/C14/C5/C13/C70/C5/C91/C66/C16/C4/C81/C87/C52/C82/C81/C87/C75/C14/C52/C13/C82/C18/C75/C18/C87/C77/C16/C66/C76/C67/C91/C82/C88/C77/C18/C82/C17/C66/C76/C67/C88/C77/C4/C77/C18/C91/C74/C70/C70/C17/C66/C76/C67/C75/C76/C74/C75/C67/C70/C16,27,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,3146052200,INK0010AC1-T150-1,48,7,Q9/Q17/Q22/Q9/Q35/Q20/Q22/Q26/Q20/Q20/Q21/Q37/Q17/Q21/Q37/Q24/Q23/Q25/Q17/Q21/Q37/Q17/Q9/Q20/Q22/Q26/Q21/Q24/Q23/Q25/Q35/Q36/Q25/Q24/Q23/Q37/Q9/Q35/Q36/Q35/Q36/Q25/Q24/Q23/Q26/Q22/Q26/Q36,13,8mmTape,No.1
M.23,660__S17038_B_M23_LID.ygx,8022717500,RT1N141U-T150-1,20,8,Q53/Q7/Q4/Q5/Q4/Q5/Q6/Q6/Q53/Q7/Q5/Q7/Q4/Q53/Q4/Q5/Q6/Q6/Q7/Q53,17,8mmTape,No.1
M.23,660__S17038_B_M23_LID.ygx,5042776500,UMK105B7221KVHF,8,9,C96/C96/C47/C96/C47/C47/C47/C96,143,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,4920405100,RK73B1ERTTP103J,20,10,R15/R15/R14/R14/R50/R15/R16/R14/R46/R46/R16/R15/R50/R14/R16/R46/R16/R46/R50/R50,142,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,6570524900,UMK105B7104KVHF,76,11,C9/C84/C59/C86/C808/C10/C807/C85/C59/C78/C60/C60/C85/C59/C84/C25/C808/C89/C10/C86/C26/C807/C806/C25/C84/C71/C809/C806/C71/C85/C26/C83/C89/C806/C805/C86/C131/C60/C89/C131/C25/C78/C78/C808/C10/C9/C809/C83/C9/C808/C131/C26/C83/C71/C805/C131/C86/C84/C806/C10/C807/C809/C9/C71/C89/C809/C805/C59/C25/C60/C26/C83/C78/C805/C807/C85,137,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,3520830500,RK73B1ERTTP274J,4,12,R49/R49/R49/R49,145,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,4734271600,UMK105B7102KVHF,36,13,C141_@/C145_@/C23_@/C23_@/C141_@/C144_@/C22_@/C143_@/C141_@/C144_@/C142_@/C145_@/C142_@/C147_@/C146_@/C147_@/C22_@/C143_@/C144_@/C146_@/C145_@/C142_@/C145_@/C22_@/C143_@/C142_@/C23_@/C147_@/C144_@/C146_@/C22_@/C143_@/C23_@/C147_@/C141_@/C146_@,138,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,3530277800,UMK105B7103KVHF,8,14,C62/C62/C61/C62/C61/C61/C61/C62,134,8mm1005cmp,No.1
M.23,660__S17038_B_M23_LID.ygx,8073616900,BLM18AG471SZ1D,16,15,L16/L15/L17/L18/L15/L16/L17/L17/L18/L16/L16/L15/L18/L17/L15/L18,26,8mmTape,No.1
M.23,660__S17038_B_M23_LID.ygx,3272006400,TMK316AB7106KLHT,16,1,C804/C804/C95/C94/C803/C804/C803/C94/C803/C95/C803/C804/C94/C95/C94/C95,110,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,9815479500,D1FT10A-5053,4,2,D64/D64/D64/D64,143,12mmEmboss,No.2
M.23,660__S17038_B_M23_LID.ygx,3535018700,RK73H1JRTTD7502F,4,3,R242/R242/R242/R242,34,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,3791358800,RK73H1JRTTD1801F,4,4,R135/R135/R135/R135,35,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,5299989800,BLM18AG121SZ1D,36,5,L26/L26/L26/L2/L2/L25/L25/L2/L24/L23/L2/L1/L22/L21/L25/L1/L1/L23/L21/L22/L24/L19/L1/L22/L21/L24/L19/L19/L21/L22/L23/L26/L23/L19/L25/L24,31,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,2532846900,RK73H1JRTTD1002F,4,6,R241/R241/R241/R241,117,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,1249342800,SG731JTTD1R0K,4,7,R269/R269/R269/R269,116,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,1921857000,UDZVFHTE-175.6B,12,8,ZD2/ZD8/ZD7/ZD2/ZD2/ZD8/ZD7/ZD7/ZD8/ZD2/ZD7/ZD8,111,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,8627000500,RK73B1JRTTD330J,8,9,R18/R51/R18/R51/R18/R51/R51/R18,36,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,2059171400,M3F60-5063,8,10,D3/D5/D5/D3/D3/D5/D3/D5,38,12mmEmboss,No.2
M.23,660__S17038_B_M23_LID.ygx,0597391000,RK73B1JRTTD303J,12,11,R36/R37/R91/R37/R36/R37/R91/R37/R91/R36/R36/R91,17,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,7308019300,BLM31KN121SZ1L,8,12,L33/L4/L33/L33/L4/L33/L4/L4,32,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,6104106000,D1F60-5053,28,13,D72/D6/D6/D2/D2/D6/D8/D74/D9/D9/D8/D8/D9/D1/D1/D2/D72/D74/D6/D9/D2/D1/D74/D72/D72/D74/D8/D1,121,12mmEmboss,No.2
M.23,660__S17038_B_M23_LID.ygx,8088216500,RK73H1JRTTD6801F,4,14,R145/R145/R145/R145,115,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,5875597400,RK73B2ARTTD181J,4,15,R243/R243/R243/R243,118,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,3366248300,RK73H1JRTTD1102F,4,16,R134/R134/R134/R134,114,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,0696261000,ST04-36F1-5053,12,17,ZD6/ZD4/ZD6/ZD1/ZD4/ZD4/ZD1/ZD1/ZD4/ZD6/ZD1/ZD6,160,12mmEmboss,No.2
M.23,660__S17038_B_M23_LID.ygx,9626906400,RK73B1JRTTD100J,4,18,R32_@/R32_@/R32_@/R32_@,28,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,0580828600,RK73H1JRTTD4301F,4,19,R146/R146/R146/R146,113,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,1316921700,RK73H1JRTTD2002F,4,20,R82/R82/R82/R82,112,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,1291643400,RK73B1JRTTD103J,80,21,R203/R216/R28/R26/R148/R203/R22/R167/R151/R167/R133/R203/R22/R167/R26/R147/R148/R161/R28/R183/R186/R161/R21/R133/R147/R184/R148/R22/R161/R183/R186/R133/R215/R147/R203/R216/R186/R215/R21/R147/R184/R210/R17/R13/R148/R133/R150/R184/R210/R22/R167/R183/R184/R151/R186/R17/R13/R28/R26/R150/R151/R150/R215/R210/R21/R161/R26/R28/R183/R150/R151/R210/R17/R13/R17/R13/R21/R216/R215/R216,30,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,4188106200,2SCR554PHZGT100,36,22,Q2/Q1/Q12/Q16/Q2/Q15/Q2/Q11/Q14/Q13/Q14/Q13/Q2/Q1/Q16/Q14/Q1/Q10/Q15/Q15/Q11/Q13/Q14/Q13/Q1/Q10/Q12/Q16/Q10/Q11/Q10/Q12/Q15/Q11/Q12/Q16,119,12mmEmboss,No.2
M.23,660__S17038_B_M23_LID.ygx,3253556900,CSTNE8M00G55A000R0,4,23,XT1/XT1/XT1/XT1,33,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,7192533100,RK73H2ERTTD12R0F,8,24,R9/R10/R10/R9/R9/R10/R10/R9,37,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,2285488700,RK73H1JRTTD1502F,4,25,R144/R144/R144/R144,13,8mmTape,No.2
M.23,660__S17038_B_M23_LID.ygx,0434255000,QMK316B7104KLHT,32,1,C8/C11/C2/C7/C12/C1/C122/C123/C2/C11/C12/C1/C8/C122/C123/C2/C12/C1/C8/C12/C1/C11/C122/C2/C123/C7/C8/C7/C123/C122/C11/C7,138,8mmTape,No.3
M.23,660__S17038_B_M23_LID.ygx,3226173600,TMK325B7226KMHP,8,2,C97/C97/C97/C30/C97/C30/C30/C30,33,8mmTape,No.3
M.23,660__S17038_B_M23_LID.ygx,1291643400,RK73B1JRTTD103J,84,3,R159/R212/R202/R27/R207/R200/R295/R867/R865/R212/R202/R187/R185/R295/R867/R213/R866/R865/R295/R205/R152/R205/R149/R209/R206/R149/R867/R295/R149/R202/R200/R149/R205/R152/R866/R865/R159/R202/R152/R867/R206/R219/R207/R27/R200/R187/R865/R866/R187/R209/R219/R23/R159/R27/R218/R205/R152/R23/R218/R209/R185/R866/R159/R27/R206/R219/R218/R213/R187/R212/R207/R23/R185/R209/R213/R207/R200/R206/R219/R23/R218/R212/R213/R185,135,8mmTape,No.3
M.23,660__S17038_B_M23_LID.ygx,7619919100,RK73B1JRTTD823J,36,4,R24/R217/R211/R217/R29/R220/R204/R217/R29/R208/R211/R214/R201/R208/R204/R220/R24/R214/R201/R29/R208/R217/R214/R208/R214/R201/R220/R29/R24/R24/R204/R201/R220/R211/R204/R211,34,8mmTape,No.3
